image,tag,total_layers,file_layer,image_size(byte),layer_size(byte),file_size(byte),filepath
owncloud,latest,21,20,617610791,120281988,7270,/usr/src/owncloud/lib/composer/symfony/console/Tests/Input/InputTest.php
owncloud,latest,21,20,617610791,120281988,4617,/usr/src/owncloud/lib/composer/symfony/console/Tests/Input/StringInputTest.php
owncloud,latest,21,20,617610791,120281988,7589,/usr/src/owncloud/lib/composer/symfony/console/Tests/Logger/ConsoleLoggerTest.php
owncloud,latest,21,20,617610791,120281988,1425,/usr/src/owncloud/lib/composer/symfony/console/Tests/Output/ConsoleOutputTest.php
owncloud,latest,21,20,617610791,120281988,2584,/usr/src/owncloud/lib/composer/symfony/console/Tests/Output/NullOutputTest.php
owncloud,latest,21,20,617610791,120281988,6493,/usr/src/owncloud/lib/composer/symfony/console/Tests/Output/OutputTest.php
owncloud,latest,21,20,617610791,120281988,1812,/usr/src/owncloud/lib/composer/symfony/console/Tests/Output/StreamOutputTest.php
owncloud,latest,21,20,617610791,120281988,3826,/usr/src/owncloud/lib/composer/symfony/console/Tests/Style/SymfonyStyleTest.php
owncloud,latest,21,20,617610791,120281988,1098,/usr/src/owncloud/lib/composer/symfony/console/Tests/TerminalTest.php
owncloud,latest,21,20,617610791,120281988,2417,/usr/src/owncloud/lib/composer/symfony/console/Tests/Tester/ApplicationTesterTest.php
owncloud,latest,21,20,617610791,120281988,5687,/usr/src/owncloud/lib/composer/symfony/console/Tests/Tester/CommandTesterTest.php
owncloud,latest,21,20,617610791,120281988,752,/usr/src/owncloud/lib/composer/symfony/debug/BufferingLogger.php
owncloud,latest,21,20,617610791,120281988,1345,/usr/src/owncloud/lib/composer/symfony/debug/CHANGELOG.md
owncloud,latest,21,20,617610791,120281988,967,/usr/src/owncloud/lib/composer/symfony/debug/composer.json
owncloud,latest,21,20,617610791,120281988,16615,/usr/src/owncloud/lib/composer/symfony/debug/DebugClassLoader.php
owncloud,latest,21,20,617610791,120281988,1731,/usr/src/owncloud/lib/composer/symfony/debug/Debug.php
owncloud,latest,21,20,617610791,120281988,29567,/usr/src/owncloud/lib/composer/symfony/debug/ErrorHandler.php
owncloud,latest,21,20,617610791,120281988,882,/usr/src/owncloud/lib/composer/symfony/debug/Exception/ClassNotFoundException.php
owncloud,latest,21,20,617610791,120281988,1107,/usr/src/owncloud/lib/composer/symfony/debug/Exception/ContextErrorException.php
owncloud,latest,21,20,617610791,120281988,2871,/usr/src/owncloud/lib/composer/symfony/debug/Exception/FatalErrorException.php
owncloud,latest,21,20,617610791,120281988,1107,/usr/src/owncloud/lib/composer/symfony/debug/Exception/FatalThrowableError.php
owncloud,latest,21,20,617610791,120281988,7204,/usr/src/owncloud/lib/composer/symfony/debug/Exception/FlattenException.php
owncloud,latest,21,20,617610791,120281988,33687,/usr/src/owncloud/lib/composer/symfony/debug/ExceptionHandler.php
owncloud,latest,21,20,617610791,120281988,424,/usr/src/owncloud/lib/composer/symfony/debug/Exception/OutOfMemoryException.php
owncloud,latest,21,20,617610791,120281988,1384,/usr/src/owncloud/lib/composer/symfony/debug/Exception/SilencedErrorContext.php
owncloud,latest,21,20,617610791,120281988,865,/usr/src/owncloud/lib/composer/symfony/debug/Exception/UndefinedFunctionException.php
owncloud,latest,21,20,617610791,120281988,860,/usr/src/owncloud/lib/composer/symfony/debug/Exception/UndefinedMethodException.php
owncloud,latest,21,20,617610791,120281988,7380,/usr/src/owncloud/lib/composer/symfony/debug/FatalErrorHandler/ClassNotFoundFatalErrorHandler.php
owncloud,latest,21,20,617610791,120281988,959,/usr/src/owncloud/lib/composer/symfony/debug/FatalErrorHandler/FatalErrorHandlerInterface.php
owncloud,latest,21,20,617610791,120281988,3064,/usr/src/owncloud/lib/composer/symfony/debug/FatalErrorHandler/UndefinedFunctionFatalErrorHandler.php
owncloud,latest,21,20,617610791,120281988,2139,/usr/src/owncloud/lib/composer/symfony/debug/FatalErrorHandler/UndefinedMethodFatalErrorHandler.php
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/debug/LICENSE
owncloud,latest,21,20,617610791,120281988,988,/usr/src/owncloud/lib/composer/symfony/debug/phpunit.xml.dist
owncloud,latest,21,20,617610791,120281988,482,/usr/src/owncloud/lib/composer/symfony/debug/README.md
owncloud,latest,21,20,617610791,120281988,2250,/usr/src/owncloud/lib/composer/symfony/debug/Resources/ext/config.m4
owncloud,latest,21,20,617610791,120281988,345,/usr/src/owncloud/lib/composer/symfony/debug/Resources/ext/config.w32
owncloud,latest,21,20,617610791,120281988,1867,/usr/src/owncloud/lib/composer/symfony/debug/Resources/ext/php_symfony_debug.h
owncloud,latest,21,20,617610791,120281988,2995,/usr/src/owncloud/lib/composer/symfony/debug/Resources/ext/README.md
owncloud,latest,21,20,617610791,120281988,6789,/usr/src/owncloud/lib/composer/symfony/debug/Resources/ext/symfony_debug.c
owncloud,latest,21,20,617610791,120281988,16094,/usr/src/owncloud/lib/composer/symfony/debug/Tests/DebugClassLoaderTest.php
owncloud,latest,21,20,617610791,120281988,20458,/usr/src/owncloud/lib/composer/symfony/debug/Tests/ErrorHandlerTest.php
owncloud,latest,21,20,617610791,120281988,12159,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Exception/FlattenExceptionTest.php
owncloud,latest,21,20,617610791,120281988,4097,/usr/src/owncloud/lib/composer/symfony/debug/Tests/ExceptionHandlerTest.php
owncloud,latest,21,20,617610791,120281988,7387,/usr/src/owncloud/lib/composer/symfony/debug/Tests/FatalErrorHandler/ClassNotFoundFatalErrorHandlerTest.php
owncloud,latest,21,20,617610791,120281988,3176,/usr/src/owncloud/lib/composer/symfony/debug/Tests/FatalErrorHandler/UndefinedFunctionFatalErrorHandlerTest.php
owncloud,latest,21,20,617610791,120281988,2969,/usr/src/owncloud/lib/composer/symfony/debug/Tests/FatalErrorHandler/UndefinedMethodFatalErrorHandlerTest.php
owncloud,latest,21,20,617610791,120281988,83,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures2/RequiredTwice.php
owncloud,latest,21,20,617610791,120281988,188,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/AnnotatedClass.php
owncloud,latest,21,20,617610791,120281988,81,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/casemismatch.php
owncloud,latest,21,20,617610791,120281988,126,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/ClassAlias.php
owncloud,latest,21,20,617610791,120281988,171,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/DeprecatedClass.php
owncloud,latest,21,20,617610791,120281988,179,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/DeprecatedInterface.php
owncloud,latest,21,20,617610791,120281988,240,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/ExtendedFinalMethod.php
owncloud,latest,21,20,617610791,120281988,116,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/FinalClass.php
owncloud,latest,21,20,617610791,120281988,224,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/FinalMethod.php
owncloud,latest,21,20,617610791,120281988,201,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/InternalClass.php
owncloud,latest,21,20,617610791,120281988,111,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/InternalInterface.php
owncloud,latest,21,20,617610791,120281988,329,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/InternalTrait2.php
owncloud,latest,21,20,617610791,120281988,103,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/InternalTrait.php
owncloud,latest,21,20,617610791,120281988,123,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/NonDeprecatedInterface.php
owncloud,latest,21,20,617610791,120281988,79,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/notPsr0Bis.php
owncloud,latest,21,20,617610791,120281988,66,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/PEARClass.php
owncloud,latest,21,20,617610791,120281988,85,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/psr4/Psr4CaseMismatch.php
owncloud,latest,21,20,617610791,120281988,76,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/reallyNotPsr0.php
owncloud,latest,21,20,617610791,120281988,36,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/Throwing.php
owncloud,latest,21,20,617610791,120281988,541,/usr/src/owncloud/lib/composer/symfony/debug/Tests/Fixtures/ToStringThrower.php
owncloud,latest,21,20,617610791,120281988,675,/usr/src/owncloud/lib/composer/symfony/debug/Tests/HeaderMock.php
owncloud,latest,21,20,617610791,120281988,476,/usr/src/owncloud/lib/composer/symfony/debug/Tests/MockExceptionHandler.php
owncloud,latest,21,20,617610791,120281988,777,/usr/src/owncloud/lib/composer/symfony/debug/Tests/phpt/debug_class_loader.phpt
owncloud,latest,21,20,617610791,120281988,1044,/usr/src/owncloud/lib/composer/symfony/debug/Tests/phpt/decorate_exception_hander.phpt
owncloud,latest,21,20,617610791,120281988,718,/usr/src/owncloud/lib/composer/symfony/debug/Tests/phpt/exception_rethrown.phpt
owncloud,latest,21,20,617610791,120281988,1058,/usr/src/owncloud/lib/composer/symfony/debug/Tests/phpt/fatal_with_nested_handlers.phpt
owncloud,latest,21,20,617610791,120281988,1282,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/CHANGELOG.md
owncloud,latest,21,20,617610791,120281988,1219,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/composer.json
owncloud,latest,21,20,617610791,120281988,7179,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/ContainerAwareEventDispatcher.php
owncloud,latest,21,20,617610791,120281988,843,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Debug/TraceableEventDispatcherInterface.php
owncloud,latest,21,20,617610791,120281988,9609,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Debug/TraceableEventDispatcher.php
owncloud,latest,21,20,617610791,120281988,3158,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Debug/WrappedListener.php
owncloud,latest,21,20,617610791,120281988,5324,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/DependencyInjection/RegisterListenersPass.php
owncloud,latest,21,20,617610791,120281988,3138,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/EventDispatcherInterface.php
owncloud,latest,21,20,617610791,120281988,7206,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/EventDispatcher.php
owncloud,latest,21,20,617610791,120281988,1633,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Event.php
owncloud,latest,21,20,617610791,120281988,1552,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/EventSubscriberInterface.php
owncloud,latest,21,20,617610791,120281988,3716,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/GenericEvent.php
owncloud,latest,21,20,617610791,120281988,2174,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/ImmutableEventDispatcher.php
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/LICENSE
owncloud,latest,21,20,617610791,120281988,893,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/phpunit.xml.dist
owncloud,latest,21,20,617610791,120281988,610,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/README.md
owncloud,latest,21,20,617610791,120281988,16199,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/AbstractEventDispatcherTest.php
owncloud,latest,21,20,617610791,120281988,6337,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/ContainerAwareEventDispatcherTest.php
owncloud,latest,21,20,617610791,120281988,10558,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/Debug/TraceableEventDispatcherTest.php
owncloud,latest,21,20,617610791,120281988,5561,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/DependencyInjection/RegisterListenersPassTest.php
owncloud,latest,21,20,617610791,120281988,509,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/EventDispatcherTest.php
owncloud,latest,21,20,617610791,120281988,1280,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/EventTest.php
owncloud,latest,21,20,617610791,120281988,3645,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/GenericEventTest.php
owncloud,latest,21,20,617610791,120281988,2980,/usr/src/owncloud/lib/composer/symfony/event-dispatcher/Tests/ImmutableEventDispatcherTest.php
owncloud,latest,21,20,617610791,120281988,4681,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/bootstrap.php
owncloud,latest,21,20,617610791,120281988,879,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/composer.json
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/LICENSE
owncloud,latest,21,20,617610791,120281988,26482,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/Mbstring.php
owncloud,latest,21,20,617610791,120281988,371,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/README.md
owncloud,latest,21,20,617610791,120281988,18874,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/Resources/unidata/lowerCase.php
owncloud,latest,21,20,617610791,120281988,6201,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/Resources/unidata/titleCaseRegexp.php
owncloud,latest,21,20,617610791,120281988,19001,/usr/src/owncloud/lib/composer/symfony/polyfill-mbstring/Resources/unidata/upperCase.php
owncloud,latest,21,20,617610791,120281988,907,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/bootstrap.php
owncloud,latest,21,20,617610791,120281988,917,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/composer.json
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/LICENSE
owncloud,latest,21,20,617610791,120281988,2042,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Php70.php
owncloud,latest,21,20,617610791,120281988,1115,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/README.md
owncloud,latest,21,20,617610791,120281988,47,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/ArithmeticError.php
owncloud,latest,21,20,617610791,120281988,46,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/AssertionError.php
owncloud,latest,21,20,617610791,120281988,51,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/DivisionByZeroError.php
owncloud,latest,21,20,617610791,120281988,41,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/Error.php
owncloud,latest,21,20,617610791,120281988,42,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/ParseError.php
owncloud,latest,21,20,617610791,120281988,458,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/SessionUpdateTimestampHandlerInterface.php
owncloud,latest,21,20,617610791,120281988,41,/usr/src/owncloud/lib/composer/symfony/polyfill-php70/Resources/stubs/TypeError.php
owncloud,latest,21,20,617610791,120281988,1708,/usr/src/owncloud/lib/composer/symfony/process/CHANGELOG.md
owncloud,latest,21,20,617610791,120281988,765,/usr/src/owncloud/lib/composer/symfony/process/composer.json
owncloud,latest,21,20,617610791,120281988,431,/usr/src/owncloud/lib/composer/symfony/process/Exception/ExceptionInterface.php
owncloud,latest,21,20,617610791,120281988,496,/usr/src/owncloud/lib/composer/symfony/process/Exception/InvalidArgumentException.php
owncloud,latest,21,20,617610791,120281988,466,/usr/src/owncloud/lib/composer/symfony/process/Exception/LogicException.php
owncloud,latest,21,20,617610791,120281988,1421,/usr/src/owncloud/lib/composer/symfony/process/Exception/ProcessFailedException.php
owncloud,latest,21,20,617610791,120281988,1659,/usr/src/owncloud/lib/composer/symfony/process/Exception/ProcessTimedOutException.php
owncloud,latest,21,20,617610791,120281988,481,/usr/src/owncloud/lib/composer/symfony/process/Exception/RuntimeException.php
owncloud,latest,21,20,617610791,120281988,2566,/usr/src/owncloud/lib/composer/symfony/process/ExecutableFinder.php
owncloud,latest,21,20,617610791,120281988,2312,/usr/src/owncloud/lib/composer/symfony/process/InputStream.php
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/process/LICENSE
owncloud,latest,21,20,617610791,120281988,2385,/usr/src/owncloud/lib/composer/symfony/process/PhpExecutableFinder.php
owncloud,latest,21,20,617610791,120281988,2493,/usr/src/owncloud/lib/composer/symfony/process/PhpProcess.php
owncloud,latest,21,20,617610791,120281988,834,/usr/src/owncloud/lib/composer/symfony/process/phpunit.xml.dist
owncloud,latest,21,20,617610791,120281988,5005,/usr/src/owncloud/lib/composer/symfony/process/Pipes/AbstractPipes.php
owncloud,latest,21,20,617610791,120281988,1528,/usr/src/owncloud/lib/composer/symfony/process/Pipes/PipesInterface.php
owncloud,latest,21,20,617610791,120281988,3717,/usr/src/owncloud/lib/composer/symfony/process/Pipes/UnixPipes.php
owncloud,latest,21,20,617610791,120281988,5558,/usr/src/owncloud/lib/composer/symfony/process/Pipes/WindowsPipes.php
owncloud,latest,21,20,617610791,120281988,6690,/usr/src/owncloud/lib/composer/symfony/process/ProcessBuilder.php
owncloud,latest,21,20,617610791,120281988,56599,/usr/src/owncloud/lib/composer/symfony/process/Process.php
owncloud,latest,21,20,617610791,120281988,4030,/usr/src/owncloud/lib/composer/symfony/process/ProcessUtils.php
owncloud,latest,21,20,617610791,120281988,477,/usr/src/owncloud/lib/composer/symfony/process/README.md
owncloud,latest,21,20,617610791,120281988,4421,/usr/src/owncloud/lib/composer/symfony/process/Tests/ExecutableFinderTest.php
owncloud,latest,21,20,617610791,120281988,1061,/usr/src/owncloud/lib/composer/symfony/process/Tests/NonStopableProcess.php
owncloud,latest,21,20,617610791,120281988,2196,/usr/src/owncloud/lib/composer/symfony/process/Tests/PhpExecutableFinderTest.php
owncloud,latest,21,20,617610791,120281988,1287,/usr/src/owncloud/lib/composer/symfony/process/Tests/PhpProcessTest.php
owncloud,latest,21,20,617610791,120281988,1753,/usr/src/owncloud/lib/composer/symfony/process/Tests/PipeStdinInStdoutStdErrStreamSelect.php
owncloud,latest,21,20,617610791,120281988,6889,/usr/src/owncloud/lib/composer/symfony/process/Tests/ProcessBuilderTest.php
owncloud,latest,21,20,617610791,120281988,5076,/usr/src/owncloud/lib/composer/symfony/process/Tests/ProcessFailedExceptionTest.php
owncloud,latest,21,20,617610791,120281988,49844,/usr/src/owncloud/lib/composer/symfony/process/Tests/ProcessTest.php
owncloud,latest,21,20,617610791,120281988,1501,/usr/src/owncloud/lib/composer/symfony/process/Tests/ProcessUtilsTest.php
owncloud,latest,21,20,617610791,120281988,398,/usr/src/owncloud/lib/composer/symfony/process/Tests/SignalListener.php
owncloud,latest,21,20,617610791,120281988,2914,/usr/src/owncloud/lib/composer/symfony/routing/Annotation/Route.php
owncloud,latest,21,20,617610791,120281988,9407,/usr/src/owncloud/lib/composer/symfony/routing/CHANGELOG.md
owncloud,latest,21,20,617610791,120281988,4383,/usr/src/owncloud/lib/composer/symfony/routing/CompiledRoute.php
owncloud,latest,21,20,617610791,120281988,1713,/usr/src/owncloud/lib/composer/symfony/routing/composer.json
owncloud,latest,21,20,617610791,120281988,1492,/usr/src/owncloud/lib/composer/symfony/routing/DependencyInjection/RoutingResolverPass.php
owncloud,latest,21,20,617610791,120281988,411,/usr/src/owncloud/lib/composer/symfony/routing/Exception/ExceptionInterface.php
owncloud,latest,21,20,617610791,120281988,506,/usr/src/owncloud/lib/composer/symfony/routing/Exception/InvalidParameterException.php
owncloud,latest,21,20,617610791,120281988,1053,/usr/src/owncloud/lib/composer/symfony/routing/Exception/MethodNotAllowedException.php
owncloud,latest,21,20,617610791,120281988,562,/usr/src/owncloud/lib/composer/symfony/routing/Exception/MissingMandatoryParametersException.php
owncloud,latest,21,20,617610791,120281988,465,/usr/src/owncloud/lib/composer/symfony/routing/Exception/NoConfigurationException.php
owncloud,latest,21,20,617610791,120281988,548,/usr/src/owncloud/lib/composer/symfony/routing/Exception/ResourceNotFoundException.php
owncloud,latest,21,20,617610791,120281988,501,/usr/src/owncloud/lib/composer/symfony/routing/Exception/RouteNotFoundException.php
owncloud,latest,21,20,617610791,120281988,2260,/usr/src/owncloud/lib/composer/symfony/routing/Generator/ConfigurableRequirementsInterface.php
owncloud,latest,21,20,617610791,120281988,990,/usr/src/owncloud/lib/composer/symfony/routing/Generator/Dumper/GeneratorDumperInterface.php
owncloud,latest,21,20,617610791,120281988,781,/usr/src/owncloud/lib/composer/symfony/routing/Generator/Dumper/GeneratorDumper.php
owncloud,latest,21,20,617610791,120281988,3578,/usr/src/owncloud/lib/composer/symfony/routing/Generator/Dumper/PhpGeneratorDumper.php
owncloud,latest,21,20,617610791,120281988,3688,/usr/src/owncloud/lib/composer/symfony/routing/Generator/UrlGeneratorInterface.php
owncloud,latest,21,20,617610791,120281988,13269,/usr/src/owncloud/lib/composer/symfony/routing/Generator/UrlGenerator.php
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/routing/LICENSE
owncloud,latest,21,20,617610791,120281988,8672,/usr/src/owncloud/lib/composer/symfony/routing/Loader/AnnotationClassLoader.php
owncloud,latest,21,20,617610791,120281988,2822,/usr/src/owncloud/lib/composer/symfony/routing/Loader/AnnotationDirectoryLoader.php
owncloud,latest,21,20,617610791,120281988,4419,/usr/src/owncloud/lib/composer/symfony/routing/Loader/AnnotationFileLoader.php
owncloud,latest,21,20,617610791,120281988,1065,/usr/src/owncloud/lib/composer/symfony/routing/Loader/ClosureLoader.php
owncloud,latest,21,20,617610791,120281988,1931,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/CollectionConfigurator.php
owncloud,latest,21,20,617610791,120281988,991,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/ImportConfigurator.php
owncloud,latest,21,20,617610791,120281988,872,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/RouteConfigurator.php
owncloud,latest,21,20,617610791,120281988,1653,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/RoutingConfigurator.php
owncloud,latest,21,20,617610791,120281988,1276,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/Traits/AddTrait.php
owncloud,latest,21,20,617610791,120281988,2597,/usr/src/owncloud/lib/composer/symfony/routing/Loader/Configurator/Traits/RouteTrait.php
owncloud,latest,21,20,617610791,120281988,919,/usr/src/owncloud/lib/composer/symfony/routing/Loader/DependencyInjection/ServiceRouterLoader.php
owncloud,latest,21,20,617610791,120281988,1500,/usr/src/owncloud/lib/composer/symfony/routing/Loader/DirectoryLoader.php
owncloud,latest,21,20,617610791,120281988,1043,/usr/src/owncloud/lib/composer/symfony/routing/Loader/GlobFileLoader.php
owncloud,latest,21,20,617610791,120281988,3154,/usr/src/owncloud/lib/composer/symfony/routing/Loader/ObjectRouteLoader.php
owncloud,latest,21,20,617610791,120281988,1996,/usr/src/owncloud/lib/composer/symfony/routing/Loader/PhpFileLoader.php
owncloud,latest,21,20,617610791,120281988,5506,/usr/src/owncloud/lib/composer/symfony/routing/Loader/schema/routing/routing-1.0.xsd
owncloud,latest,21,20,617610791,120281988,13342,/usr/src/owncloud/lib/composer/symfony/routing/Loader/XmlFileLoader.php
owncloud,latest,21,20,617610791,120281988,9280,/usr/src/owncloud/lib/composer/symfony/routing/Loader/YamlFileLoader.php
owncloud,latest,21,20,617610791,120281988,3473,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/DumperCollection.php
owncloud,latest,21,20,617610791,120281988,1030,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/DumperRoute.php
owncloud,latest,21,20,617610791,120281988,988,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/MatcherDumperInterface.php
owncloud,latest,21,20,617610791,120281988,775,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/MatcherDumper.php
owncloud,latest,21,20,617610791,120281988,15183,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/PhpMatcherDumper.php
owncloud,latest,21,20,617610791,120281988,6342,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/Dumper/StaticPrefixCollection.php
owncloud,latest,21,20,617610791,120281988,839,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/RedirectableUrlMatcherInterface.php
owncloud,latest,21,20,617610791,120281988,2048,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/RedirectableUrlMatcher.php
owncloud,latest,21,20,617610791,120281988,1294,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/RequestMatcherInterface.php
owncloud,latest,21,20,617610791,120281988,5127,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/TraceableUrlMatcher.php
owncloud,latest,21,20,617610791,120281988,1408,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/UrlMatcherInterface.php
owncloud,latest,21,20,617610791,120281988,8173,/usr/src/owncloud/lib/composer/symfony/routing/Matcher/UrlMatcher.php
owncloud,latest,21,20,617610791,120281988,834,/usr/src/owncloud/lib/composer/symfony/routing/phpunit.xml.dist
owncloud,latest,21,20,617610791,120281988,505,/usr/src/owncloud/lib/composer/symfony/routing/README.md
owncloud,latest,21,20,617610791,120281988,558,/usr/src/owncloud/lib/composer/symfony/routing/RequestContextAwareInterface.php
owncloud,latest,21,20,617610791,120281988,7245,/usr/src/owncloud/lib/composer/symfony/routing/RequestContext.php
owncloud,latest,21,20,617610791,120281988,9870,/usr/src/owncloud/lib/composer/symfony/routing/RouteCollectionBuilder.php
owncloud,latest,21,20,617610791,120281988,7310,/usr/src/owncloud/lib/composer/symfony/routing/RouteCollection.php
owncloud,latest,21,20,617610791,120281988,779,/usr/src/owncloud/lib/composer/symfony/routing/RouteCompilerInterface.php
owncloud,latest,21,20,617610791,120281988,14069,/usr/src/owncloud/lib/composer/symfony/routing/RouteCompiler.php
owncloud,latest,21,20,617610791,120281988,13877,/usr/src/owncloud/lib/composer/symfony/routing/Route.php
owncloud,latest,21,20,617610791,120281988,901,/usr/src/owncloud/lib/composer/symfony/routing/RouterInterface.php
owncloud,latest,21,20,617610791,120281988,12715,/usr/src/owncloud/lib/composer/symfony/routing/Router.php
owncloud,latest,21,20,617610791,120281988,1558,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Annotation/RouteTest.php
owncloud,latest,21,20,617610791,120281988,1105,/usr/src/owncloud/lib/composer/symfony/routing/Tests/CompiledRouteTest.php
owncloud,latest,21,20,617610791,120281988,1221,/usr/src/owncloud/lib/composer/symfony/routing/Tests/DependencyInjection/RoutingResolverPassTest.php
owncloud,latest,21,20,617610791,120281988,341,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/AnnotatedClasses/AbstractClass.php
owncloud,latest,21,20,617610791,120281988,428,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/AnnotatedClasses/BarClass.php
owncloud,latest,21,20,617610791,120281988,370,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/AnnotatedClasses/BazClass.php
owncloud,latest,21,20,617610791,120281988,327,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/AnnotatedClasses/FooClass.php
owncloud,latest,21,20,617610791,120281988,194,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/AnnotatedClasses/FooTrait.php
owncloud,latest,21,20,617610791,120281988,84,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/bad_format.yml
owncloud,latest,21,20,617610791,120281988,406,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/controller/import__controller.xml
owncloud,latest,21,20,617610791,120281988,362,/usr/src/owncloud/lib/composer/symfony/routing/Tests/Fixtures/controller/import_controller.xml
